bsxUhNgetKI\tSick snake\thttps://www.youtube.com/watch?v=bsxUhNgetKI\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=bsxUhNgetKI\tSick snake\thttps://www.youtube.com/watch?v=bsxUhNgetKI\tFrank Cuesta - Santuario Libertad - Videos\tNA		
s8mH_f297G8\tToday, dog-flautism is at its peak.\thttps://www.youtube.com/watch?v=s8mH_f297G8\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=s8mH_f297G8\tToday, dog-flautism is at its peak.\thttps://www.youtube.com/watch?v=s8mH_f297G8\tFrank Cuesta - Santuario Libertad - Videos\tNA		
K9YDpNjGmjw\tWATERMELON DAY!!!\thttps://www.youtube.com/watch?v=K9YDpNjGmjw\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=K9YDpNjGmjw\tWATERMELON DAY!!!\thttps://www.youtube.com/watch?v=K9YDpNjGmjw\tFrank Cuesta - Santuario Libertad - Videos\tNA		
eUNfBcN9eFM\tPepota for a walk\thttps://www.youtube.com/watch?v=eUNfBcN9eFM\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=eUNfBcN9eFM\tPepota for a walk\thttps://www.youtube.com/watch?v=eUNfBcN9eFM\tFrank Cuesta - Santuario Libertad - Videos\tNA		
jXp7JNU6QKc\tBlue is doing much better\thttps://www.youtube.com/watch?v=jXp7JNU6QKc\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=jXp7JNU6QKc\tBlue is doing much better\thttps://www.youtube.com/watch?v=jXp7JNU6QKc\tFrank Cuesta - Santuario Libertad - Videos\tNA		
3sbc3c2xFnQ\tPaloma and the Ostriches. Blue accepted by Ronney and Dakota\thttps://www.youtube.com/watch?v=3sbc3c2xFnQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=3sbc3c2xFnQ\tPaloma and the Ostriches. Blue accepted by Ronney and Dakota\thttps://www.youtube.com/watch?v=3sbc3c2xFnQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		
UAdKdRDdv4k\tInjured meerkat arrives at sanctuary\thttps://www.youtube.com/watch?v=UAdKdRDdv4k\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=UAdKdRDdv4k\tInjured meerkat arrives at sanctuary\thttps://www.youtube.com/watch?v=UAdKdRDdv4k\tFrank Cuesta - Santuario Libertad - Videos\tNA		
-EFqD0GGSQ4\tA walk around the camp\thttps://www.youtube.com/watch?v=-EFqD0GGSQ4\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=-EFqD0GGSQ4\tA walk around the camp\thttps://www.youtube.com/watch?v=-EFqD0GGSQ4\tFrank Cuesta - Santuario Libertad - Videos\tNA		
xGFnJWSOvUM\tFrank reported again!!! His last video before...\thttps://www.youtube.com/watch?v=xGFnJWSOvUM\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=xGFnJWSOvUM\tFrank reported again!!! His last video before...\thttps://www.youtube.com/watch?v=xGFnJWSOvUM\tFrank Cuesta - Santuario Libertad - Videos\tNA		
Sy8fknPFPCM\tAvestruz is like a microphone\thttps://www.youtube.com/watch?v=Sy8fknPFPCM\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=Sy8fknPFPCM\tAvestruz is like a microphone\thttps://www.youtube.com/watch?v=Sy8fknPFPCM\tFrank Cuesta - Santuario Libertad - Videos\tNA		
kGvFTrMXYSo\tWorld first! We found the authentic blue bat.\thttps://www.youtube.com/watch?v=kGvFTrMXYSo\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=kGvFTrMXYSo\tWorld first! We found the authentic blue bat.\thttps://www.youtube.com/watch?v=kGvFTrMXYSo\tFrank Cuesta - Santuario Libertad - Videos\tNA		
uunzw3myt2E\tThe meerkat continues to fight for life\thttps://www.youtube.com/watch?v=uunzw3myt2E\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=uunzw3myt2E\tThe meerkat continues to fight for life\thttps://www.youtube.com/watch?v=uunzw3myt2E\tFrank Cuesta - Santuario Libertad - Videos\tNA		
D5J8VhDyEaE\tThis video defines the sanctuary\thttps://www.youtube.com/watch?v=D5J8VhDyEaE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=D5J8VhDyEaE\tThis video defines the sanctuary\thttps://www.youtube.com/watch?v=D5J8VhDyEaE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
Gpjhyr30zww\tYour heart breaks...\thttps://www.youtube.com/watch?v=Gpjhyr30zww\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=Gpjhyr30zww\tYour heart breaks...\thttps://www.youtube.com/watch?v=Gpjhyr30zww\tFrank Cuesta - Santuario Libertad - Videos\tNA		
JhVTh3vDXS4\tPepota, the head of the camp\thttps://www.youtube.com/watch?v=JhVTh3vDXS4\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=JhVTh3vDXS4\tPepota, the head of the camp\thttps://www.youtube.com/watch?v=JhVTh3vDXS4\tFrank Cuesta - Santuario Libertad - Videos\tNA		
1tPOvtSKIzA\tI'm taking two birds from the market.\thttps://www.youtube.com/watch?v=1tPOvtSKIzA\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=1tPOvtSKIzA\tI'm taking two birds from the market.\thttps://www.youtube.com/watch?v=1tPOvtSKIzA\tFrank Cuesta - Santuario Libertad - Videos\tNA		
yqiPtx79VhY\tA tour of the shelter and NEWS\thttps://www.youtube.com/watch?v=yqiPtx79VhY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=yqiPtx79VhY\tA tour of the shelter and NEWS\thttps://www.youtube.com/watch?v=yqiPtx79VhY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
uyda8hsrdmE\tPepota meets the Capis, Wiwi and Nauter\thttps://www.youtube.com/watch?v=uyda8hsrdmE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=uyda8hsrdmE\tPepota meets the Capis, Wiwi and Nauter\thttps://www.youtube.com/watch?v=uyda8hsrdmE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
I3xcUdBBJ0s\tMeerkats, foxes, kittens, deer and ducklings\thttps://www.youtube.com/watch?v=I3xcUdBBJ0s\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=I3xcUdBBJ0s\tMeerkats, foxes, kittens, deer and ducklings\thttps://www.youtube.com/watch?v=I3xcUdBBJ0s\tFrank Cuesta - Santuario Libertad - Videos\tNA		
BewqqVSWzcE\tPepota, Puppy, Snake and Kangaroo\thttps://www.youtube.com/watch?v=BewqqVSWzcE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=BewqqVSWzcE\tPepota, Puppy, Snake and Kangaroo\thttps://www.youtube.com/watch?v=BewqqVSWzcE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
OI41qEQFubk\tThe Roadrunner Fox\thttps://www.youtube.com/watch?v=OI41qEQFubk\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=OI41qEQFubk\tThe Roadrunner Fox\thttps://www.youtube.com/watch?v=OI41qEQFubk\tFrank Cuesta - Santuario Libertad - Videos\tNA		
3njqlD26CCc\tImpressive walk in the sanctuary\thttps://www.youtube.com/watch?v=3njqlD26CCc\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=3njqlD26CCc\tImpressive walk in the sanctuary\thttps://www.youtube.com/watch?v=3njqlD26CCc\tFrank Cuesta - Santuario Libertad - Videos\tNA		
ztCwQlhudtk\tPaloma and the bugs\thttps://www.youtube.com/watch?v=ztCwQlhudtk\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=ztCwQlhudtk\tPaloma and the bugs\thttps://www.youtube.com/watch?v=ztCwQlhudtk\tFrank Cuesta - Santuario Libertad - Videos\tNA		
pzsagxD8bqQ\tFrank in the Jungle 4\thttps://www.youtube.com/watch?v=pzsagxD8bqQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=pzsagxD8bqQ\tFrank in the Jungle 4\thttps://www.youtube.com/watch?v=pzsagxD8bqQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		
SIYNeEGtQ5w\tHe's finally back\thttps://www.youtube.com/watch?v=SIYNeEGtQ5w\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=SIYNeEGtQ5w\tHe's finally back\thttps://www.youtube.com/watch?v=SIYNeEGtQ5w\tFrank Cuesta - Santuario Libertad - Videos\tNA		
zBj0mwyyIGE\tHere the birds do fly\thttps://www.youtube.com/watch?v=zBj0mwyyIGE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=zBj0mwyyIGE\tHere the birds do fly\thttps://www.youtube.com/watch?v=zBj0mwyyIGE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
pTnOrXSbul8\tThat's Mozzarella\thttps://www.youtube.com/watch?v=pTnOrXSbul8\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=pTnOrXSbul8\tThat's Mozzarella\thttps://www.youtube.com/watch?v=pTnOrXSbul8\tFrank Cuesta - Santuario Libertad - Videos\tNA		
2nBnPppf9Pk\tPoisonous snake bites Paloma and Zape\thttps://www.youtube.com/watch?v=2nBnPppf9Pk\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=2nBnPppf9Pk\tPoisonous snake bites Paloma and Zape\thttps://www.youtube.com/watch?v=2nBnPppf9Pk\tFrank Cuesta - Santuario Libertad - Videos\tNA		
H-tHHlhyukY\tI eat everything\thttps://www.youtube.com/watch?v=H-tHHlhyukY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=H-tHHlhyukY\tI eat everything\thttps://www.youtube.com/watch?v=H-tHHlhyukY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
Se8NW8aWJXE\tPablita is a fighter\thttps://www.youtube.com/watch?v=Se8NW8aWJXE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=Se8NW8aWJXE\tPablita is a fighter\thttps://www.youtube.com/watch?v=Se8NW8aWJXE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
SgdBuT3oSSg\tThe dog and a playful rabbit\thttps://www.youtube.com/watch?v=SgdBuT3oSSg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=SgdBuT3oSSg\tThe dog and a playful rabbit\thttps://www.youtube.com/watch?v=SgdBuT3oSSg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
Sogsc_6fOi0\tBuying my favorite food\thttps://www.youtube.com/watch?v=Sogsc_6fOi0\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=Sogsc_6fOi0\tBuying my favorite food\thttps://www.youtube.com/watch?v=Sogsc_6fOi0\tFrank Cuesta - Santuario Libertad - Videos\tNA		
lGcDiwL6KZs\tPaloma finds herself in danger with an ostrich\thttps://www.youtube.com/watch?v=lGcDiwL6KZs\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=lGcDiwL6KZs\tPaloma finds herself in danger with an ostrich\thttps://www.youtube.com/watch?v=lGcDiwL6KZs\tFrank Cuesta - Santuario Libertad - Videos\tNA		
iLYITxU3zZQ\tThe flight continues\thttps://www.youtube.com/watch?v=iLYITxU3zZQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=iLYITxU3zZQ\tThe flight continues\thttps://www.youtube.com/watch?v=iLYITxU3zZQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		
dmjdZMTYzqM\tPaloma helps with the birth of...\thttps://www.youtube.com/watch?v=dmjdZMTYzqM\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=dmjdZMTYzqM\tPaloma helps with the birth of...\thttps://www.youtube.com/watch?v=dmjdZMTYzqM\tFrank Cuesta - Santuario Libertad - Videos\tNA		
yhOoIaZdFwA\tThis is how we celebrated my birthday\thttps://www.youtube.com/watch?v=yhOoIaZdFwA\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=yhOoIaZdFwA\tThis is how we celebrated my birthday\thttps://www.youtube.com/watch?v=yhOoIaZdFwA\tFrank Cuesta - Santuario Libertad - Videos\tNA		
9iwM9lV0Kbg\tKIDNAPPED\thttps://www.youtube.com/watch?v=9iwM9lV0Kbg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=9iwM9lV0Kbg\tKIDNAPPED\thttps://www.youtube.com/watch?v=9iwM9lV0Kbg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
oinUL7cfB-I\tKangaroo beats me up\thttps://www.youtube.com/watch?v=oinUL7cfB-I\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=oinUL7cfB-I\tKangaroo beats me up\thttps://www.youtube.com/watch?v=oinUL7cfB-I\tFrank Cuesta - Santuario Libertad - Videos\tNA		
DM95n45dBXI\tRare civet and the monster of lake three\thttps://www.youtube.com/watch?v=DM95n45dBXI\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=DM95n45dBXI\tRare civet and the monster of lake three\thttps://www.youtube.com/watch?v=DM95n45dBXI\tFrank Cuesta - Santuario Libertad - Videos\tNA		
fiJsL8a3jDc\tWe rescued 19 animals\thttps://www.youtube.com/watch?v=fiJsL8a3jDc\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=fiJsL8a3jDc\tWe rescued 19 animals\thttps://www.youtube.com/watch?v=fiJsL8a3jDc\tFrank Cuesta - Santuario Libertad - Videos\tNA		
_VTWMbQEXtM\tGertru saves me by the skin of my teeth\thttps://www.youtube.com/watch?v=_VTWMbQEXtM\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=_VTWMbQEXtM\tGertru saves me by the skin of my teeth\thttps://www.youtube.com/watch?v=_VTWMbQEXtM\tFrank Cuesta - Santuario Libertad - Videos\tNA		
nDuRBQrJK_k\tThe goat is already recovered\thttps://www.youtube.com/watch?v=nDuRBQrJK_k\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=nDuRBQrJK_k\tThe goat is already recovered\thttps://www.youtube.com/watch?v=nDuRBQrJK_k\tFrank Cuesta - Santuario Libertad - Videos\tNA		
zNRfFk9-bGs\tGiant python almost eats Sparks\thttps://www.youtube.com/watch?v=zNRfFk9-bGs\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=zNRfFk9-bGs\tGiant python almost eats Sparks\thttps://www.youtube.com/watch?v=zNRfFk9-bGs\tFrank Cuesta - Santuario Libertad - Videos\tNA		
OsgsH3NjkpA\tPogonas, Rabito, Timon and Plexi\thttps://www.youtube.com/watch?v=OsgsH3NjkpA\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=OsgsH3NjkpA\tPogonas, Rabito, Timon and Plexi\thttps://www.youtube.com/watch?v=OsgsH3NjkpA\tFrank Cuesta - Santuario Libertad - Videos\tNA		
UZD0uDXW6tE\tAn animal I've NEVER filmed before. SPECTACULAR!!!!\thttps://www.youtube.com/watch?v=UZD0uDXW6tE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=UZD0uDXW6tE\tAn animal I've NEVER filmed before. SPECTACULAR!!!!\thttps://www.youtube.com/watch?v=UZD0uDXW6tE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
c2PRkp_7_3g\tPlex has delivered and helped with the Capis\thttps://www.youtube.com/watch?v=c2PRkp_7_3g\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=c2PRkp_7_3g\tPlex has delivered and helped with the Capis\thttps://www.youtube.com/watch?v=c2PRkp_7_3g\tFrank Cuesta - Santuario Libertad - Videos\tNA		
EVCmXis9vEM\tMeerkat accepted by group\thttps://www.youtube.com/watch?v=EVCmXis9vEM\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=EVCmXis9vEM\tMeerkat accepted by group\thttps://www.youtube.com/watch?v=EVCmXis9vEM\tFrank Cuesta - Santuario Libertad - Videos\tNA		
f59LtNkTY7o\tYoSoyPlex = MORONS (NO, I DON'T LOSE MY WAY!!!!)\thttps://www.youtube.com/watch?v=f59LtNkTY7o\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=f59LtNkTY7o\tYoSoyPlex = MORONS (NO, I DON'T LOSE MY WAY!!!!)\thttps://www.youtube.com/watch?v=f59LtNkTY7o\tFrank Cuesta - Santuario Libertad - Videos\tNA		
3lbRlEPA7oc\tHe bites me until he gets tired\thttps://www.youtube.com/watch?v=3lbRlEPA7oc\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=3lbRlEPA7oc\tHe bites me until he gets tired\thttps://www.youtube.com/watch?v=3lbRlEPA7oc\tFrank Cuesta - Santuario Libertad - Videos\tNA		
MgnYz_wqcHQ\tI'm going to the pirindoleo fair...and I'm getting on the witch's train.\thttps://www.youtube.com/watch?v=MgnYz_wqcHQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=MgnYz_wqcHQ\tI'm going to the pirindoleo fair...and I'm getting on the witch's train.\thttps://www.youtube.com/watch?v=MgnYz_wqcHQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		
1djPY6QR1Qg\tEmus and otters tolerate each other now :-)\thttps://www.youtube.com/watch?v=1djPY6QR1Qg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=1djPY6QR1Qg\tEmus and otters tolerate each other now :-)\thttps://www.youtube.com/watch?v=1djPY6QR1Qg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
lHUM5z0r_yA\tI throw Yuyee into the water and the octopus falls on me.\thttps://www.youtube.com/watch?v=lHUM5z0r_yA\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=lHUM5z0r_yA\tI throw Yuyee into the water and the octopus falls on me.\thttps://www.youtube.com/watch?v=lHUM5z0r_yA\tFrank Cuesta - Santuario Libertad - Videos\tNA		
DRQ_udA9AeA\tAceituno Swims for the first time\thttps://www.youtube.com/watch?v=DRQ_udA9AeA\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=DRQ_udA9AeA\tAceituno Swims for the first time\thttps://www.youtube.com/watch?v=DRQ_udA9AeA\tFrank Cuesta - Santuario Libertad - Videos\tNA		
zvn6EB3thYI\tWe are flooded!!!!!!\thttps://www.youtube.com/watch?v=zvn6EB3thYI\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=zvn6EB3thYI\tWe are flooded!!!!!!\thttps://www.youtube.com/watch?v=zvn6EB3thYI\tFrank Cuesta - Santuario Libertad - Videos\tNA		
YADCICrDeCw\tTwo very ...\thttps://www.youtube.com/watch?v=YADCICrDeCw\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=YADCICrDeCw\tTwo very ...\thttps://www.youtube.com/watch?v=YADCICrDeCw\tFrank Cuesta - Santuario Libertad - Videos\tNA		
MZe6_q9MOO4\tThe 5 weirdest bugs I've ever touched (part four)\thttps://www.youtube.com/watch?v=MZe6_q9MOO4\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=MZe6_q9MOO4\tThe 5 weirdest bugs I've ever touched (part four)\thttps://www.youtube.com/watch?v=MZe6_q9MOO4\tFrank Cuesta - Santuario Libertad - Videos\tNA		
